,Caller Number,Call Time,Call Type,Conversation
4067,+1-512-914-6591,06:30:16,normal,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
4068,+1-616-697-9117,06:16:39,fraud,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
4069,+1-602-786-4013,20:25:20,normal,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
4070,+1-702-676-4152,22:59:54,normal,R ü comin back for dinner?
4071,+1-206-718-3465,11:01:39,normal,Okie
4072,+1-305-774-5726,10:46:29,normal,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
4073,+1-312-872-7013,06:03:43,normal,"Sir, we are giving you a 1-year standard warranty, plus an additional 2 years from our side."
4074,+1-901-989-9293,20:39:35,normal,Nite...
4075,+1-312-696-7172,20:45:07,normal,But smoking makes people smart.
4076,+1-616-234-2094,13:01:06,normal,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
4077,+1-919-262-2448,05:27:39,normal,"I’ve been thinking about it for a while, but haven’t concretized anything so far."
4078,+1-602-558-3106,11:12:58,normal,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
4079,+1-616-694-9944,17:03:57,normal,Then anything special?
4080,+1-312-872-9799,00:10:48,normal,"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX"""
4081,+1-702-249-4143,18:48:45,normal,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
4082,+1-213-966-2832,01:30:06,fraud,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
4083,+1-901-904-6399,16:06:42,normal,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
4084,+1-415-842-2274,02:55:10,normal,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
4085,+1-808-253-3741,17:23:49,fraud,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
4086,+1-305-842-6284,04:34:28,normal,Omg it could snow here tonite!
4087,+1-919-645-8398,03:21:41,normal,Sen told that he is going to join his uncle finance in cbe
4088,+1-305-444-9855,16:18:59,normal,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
4089,+1-808-299-8976,08:54:54,normal,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
4090,+1-503-230-3273,07:28:04,normal,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
4091,+1-616-450-1924,13:54:38,normal,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
4092,+1-214-269-5226,17:20:08,normal,And how's your husband.
4093,+1-212-480-1417,18:30:51,normal,Ball is moving a lot.will spin in last :)so very difficult to bat:)
4094,+1-214-209-7493,08:31:23,normal,I've reached sch already...
4095,+1-312-912-4992,23:49:11,normal,Ok. I.ll do you right later.
4096,+1-206-835-7376,00:42:51,normal,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
4097,+1-702-899-2257,06:17:52,normal,Ok then i'll let him noe later n ask him call u tmr...
4098,+1-614-405-1680,15:03:02,normal,I will join the Airforce.
4099,+1-312-779-4862,04:42:06,normal,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
4100,+1-617-280-1267,09:49:54,normal,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
4101,+1-512-328-4771,02:39:54,normal,I never feel lonely because __________(4)_________ that live nearby. They are like my own brother and sister.
4102,+1-617-983-8504,20:32:49,normal,"When yor are lovable became angry wid you, do not take it seriously.. because being angry is the most childish and true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
4103,+1-703-219-5714,16:03:58,normal,Aiyar sorry lor forgot to tell you...
4104,+1-703-928-3286,12:30:53,fraud,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
4105,+1-206-670-2300,02:14:45,fraud,Congrats! 1 year special cinema pass for 2 is yours. Dont miss out!
4106,+1-919-530-4776,16:59:12,normal,My exam is for february 4. Wish you a great day.
4107,+1-305-960-4601,04:51:53,normal,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
4108,+1-901-887-9436,19:34:25,normal,"As usual..iam fine, happy &amp; doing well..:)"
4109,+1-404-660-7636,19:05:06,normal,"G says you never answer your texts, confirm/deny"
4110,+1-808-680-7619,08:07:05,normal,Hahaha..use your brain dear.
4111,+1-702-807-7264,09:18:10,normal,Hey you can pay. With salary de. Only  &lt;#&gt; .
4112,+1-312-978-2646,09:38:04,normal,"(And my man carlos is definitely coming by mu tonight, no excuses)"
4113,+1-808-361-2221,10:20:16,normal,Ladies or gents? What type do you want?
4114,+1-214-775-8490,03:39:14,normal,U guys never invite me anywhere :(
4115,+1-503-586-2912,03:48:12,normal,G wants to know where the fuck you are
4116,+1-214-232-4405,22:56:41,normal,That is the best that you can do.
4117,+1-616-246-6301,01:24:06,normal,Just finished eating. Got u a plate. NOT leftovers this time.
4118,+1-702-889-7888,05:52:44,normal,Every soldier and every sailor was in his place.
4119,+1-616-650-3679,05:39:03,fraud,Hi I'm sure. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
4120,+1-702-588-9591,01:11:18,normal,Lara said she can loan me  &lt;#&gt; .
4121,+1-616-584-2910,02:10:52,normal,Is this a perfect book for grammar?
4122,+1-213-570-6078,19:52:12,normal,"I don't think i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den..."
4123,+1-901-866-8064,14:37:34,normal,I am great princess! What are you thinking about me? :)
4124,+1-303-421-1298,17:51:49,normal,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
4125,+1-919-587-4193,14:56:32,normal,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
4126,+1-404-612-9842,05:16:17,normal,So wats ur opinion abt him and how abt is character?
4127,+1-901-785-3943,12:55:56,normal,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
4128,+1-404-712-8505,18:25:25,normal,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
4129,+1-512-716-8960,22:03:44,normal,The bus leaves at  &lt;#&gt;
4130,+1-415-279-8575,06:35:39,normal,Do you know what Mallika Sherawat did yesterday?
4131,+1-703-416-9848,17:49:23,normal,"Organic chemistry has been a problem for me too. Can we study chemistry together, at least the organic part?"
4132,+1-703-706-6978,07:45:20,normal,what are your new years plans?
4133,+1-703-355-4220,00:53:06,fraud,what is your  bank account number?
4134,+1-303-324-7406,08:25:56,normal,I am a travel blogger. I used to travel to different places and explore different cultures and varieties of food to write it in my blog. I would like to ask you also to follow my blog.
4135,+1-503-398-2620,03:18:42,normal,Everybody had fun this evening. Miss you.
4136,+1-206-695-4156,04:51:53,normal,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
4137,+1-214-722-8165,16:06:05,normal,May i call You later Please.
4138,+1-404-286-7102,21:01:58,normal,Are you not around or just still asleep?
4139,+1-702-616-8175,02:48:11,normal,.Please charge my mobile when you get up in morning.
4140,+1-808-599-7571,20:12:01,normal,Mm yes dear look how i am hugging you both. :-P
4141,+1-512-489-4251,09:56:11,normal,Yes I know the cheesy songs from frosty the snowman :)
4142,+1-213-597-7825,09:28:41,normal,Then you wait for me at bus stop aft ur lect lar. If i did not see then i go get my car then come back n pick you.
4143,+1-415-497-2133,14:47:39,normal,There you are. Smoking is very dangerous. It is the cause of your indigestion which your dirty tongue indicates. Rich food will do you no good unless you take exercise regularly.
4144,+1-214-590-1820,23:11:35,fraud,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
4145,+1-614-242-8332,08:01:49,normal,I'll meet you in the lobby
4146,+1-305-614-7858,03:57:34,normal,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
4147,+1-617-241-6340,13:32:56,fraud,You have 1 new message. Please call 08712400200.
4148,+1-808-987-1666,19:17:41,normal,Am okay. Will soon be over. All the best
4149,+1-703-381-7771,01:32:25,fraud,hello i am from income text department you have not registered your aadhar to your pan card. please tell me your aadhar number to coonect to your pan card.
4150,+1-617-636-2373,11:22:16,normal,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
4151,+1-614-432-2578,18:06:27,normal,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
4152,+1-303-353-6029,11:22:26,normal,Yes its possible but dint try. Pls dont tell to any one k
4153,+1-303-221-2504,11:56:11,normal,You want to go?
4154,+1-214-743-1580,01:25:39,normal,Actually i'm waiting for 2 weeks when they start putting ad.
4155,+1-703-253-2799,18:55:56,normal,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
4156,+1-602-904-7753,22:02:21,normal,"Sir, the MRP is INR 33,000. But we have a special discount and we are selling this for INR 29,000."
4157,+1-312-287-8169,00:41:53,fraud,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
4158,+1-303-263-8465,10:28:26,normal,Many times we lose our best ones bcoz we are
4159,+1-305-920-1531,13:06:34,normal,I am not sure about night menu. . . I know only about noon menu
4160,+1-214-376-9752,01:47:12,normal,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
4161,+1-919-847-6330,23:56:03,normal,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
4162,+1-206-979-1597,12:01:42,normal,Doing my masters. When will you buy a bb cos i have for sale and how's bf
4163,+1-808-530-9481,15:21:41,normal,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
4164,+1-503-521-4555,03:12:57,fraud,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
4165,+1-415-832-4622,01:10:10,normal,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
4166,+1-404-300-1688,07:42:30,normal,I will vote for wherever my heart guides me
4167,+1-808-979-2857,17:26:54,normal,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
4168,+1-901-359-4978,22:56:31,normal,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
4169,+1-212-217-7132,17:10:24,normal,Here you are.
4170,+1-512-761-9776,10:38:05,normal,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
4171,+1-212-925-7632,13:19:18,normal,"Ok da, i already planned. I wil pick you."
4172,+1-305-230-4499,01:51:10,normal,Ok
4173,+1-212-949-9232,10:24:08,normal,"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"""
4174,+1-703-389-8509,16:59:58,normal,No shoot me. I'm in the docs waiting room. :/
4175,+1-305-434-4474,02:17:16,normal,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
4176,+1-901-965-3061,07:41:11,normal,I was passing by the Jayanta hospital and I saw few people fighting with each other.
4177,+1-303-430-8031,09:44:27,normal,Who u talking about?
4178,+1-503-884-7223,16:33:16,normal,Same. Wana plan a trip sometime then.
4179,+1-617-415-2462,01:19:25,normal,Yup... I havent been there before... You want to go for the yoga? I can call up to book
4180,+1-305-891-6315,08:11:44,normal,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
4181,+1-206-919-4141,15:31:45,normal,S:-)kallis wont play in first two odi:-)
4182,+1-703-844-4440,03:09:34,normal,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
4183,+1-503-918-1668,18:48:23,normal,"Not for possession, especially not first offense"
4184,+1-602-367-1800,17:35:38,normal,Thank you for your supportive.
4185,+1-305-656-3354,04:58:26,normal,Watching tv now. I got new job :)
4186,+1-305-644-7195,17:36:07,normal,Oh baby of the house. How come you dont have any new pictures on facebook
4187,+1-214-483-6495,15:13:30,normal,It only does simple arithmetic not percentages.
4188,+1-617-603-4668,20:56:19,normal,Where do you need to go to get it?
4189,+1-303-647-6478,22:18:17,normal,Jus came back fr lunch wif my sis only. U leh?
4190,+1-919-982-9232,01:35:49,normal,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u"
4191,+1-616-450-8109,08:10:10,normal,Hi Harish's rent has been transfred to ur Acnt.
4192,+1-503-830-4967,00:37:36,normal,"yeah, that's what I was thinking"
4193,+1-703-633-2436,13:11:56,normal,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
4194,+1-214-482-8898,00:46:38,normal,Bring it if you got it
4195,+1-415-494-1043,17:08:38,normal,Lol ... I knew that .... I saw him in the dollar store
4196,+1-703-424-4619,21:17:31,normal,Good words.... But words may leave you in dismay many times.
4197,+1-503-559-3680,03:01:46,normal,Thanks. Here is your payment.
4198,+1-512-331-3131,22:22:46,normal,Oops my phone died and I didn't even know. Yeah I like it better.
4199,+1-808-745-9572,21:22:58,normal,Great. Have a safe trip. Dont panic surrender all.
4200,+1-808-366-6104,16:24:45,normal,Babe ? I lost you ... Will you try rebooting ?
4201,+1-305-938-9463,04:24:44,normal,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
